user_id,review_count,average_stars,is_elite
o13SegXBn7ByaS_hGjfJkA,8,3.88,1
HOOIiVo1OH-Xtet7Aw_Wzw,8,3.33,1
meOoQz9HJpBjdFX9I_IL6w,78,4.39,1
Yi85sEOGS5D3vniLTip77Q,33,3.56,1
U2t4N9BLUvqxrGu2Q2wDaw,5,4.17,1
go1LRb_LsfsIpu3iioG4_g,9,4.1,1
NsXcY4PPd_V5mkg7LgWJUQ,21,3.87,1
wP-PqBcqTEwVHd43o6mt-A,24,3.44,1
KlluE9AubqihDG8GcyBkwA,3,1.0,1
96F3RC1oe1tQAP3fIauP3A,217,3.77,1
KIXxVQW0WeSbPGAwg5P_4A,61,4.18,1
-4D4Q_Fxj_rEL32t0VtzFQ,43,3.02,1
QrC03ZZ7OgbWFRl2Z5bzbA,9,4.44,1
vdmthJBzsvbVMu8Frc7AYA,11,3.45,1
tTX4t8W84itlQajk8Y_CNQ,5,2.4,1
OEuoDD8PboD_wKTU2HYUhg,253,3.97,1
q04jGhnM9JMnDYC-NaS_nA,262,3.62,1
LT_XtiQzKBK0owxATf5PTA,8,4.38,1
eyMBa10sJI8DgA22G4GYjw,37,3.76,1
LMDRLnnlIY11u01qCwBEzg,68,3.83,1
txew8JHnxjCkCzR3ggKjfA,56,4.33,1
PP1Yie5yLHXOmb7vd4FvEw,16,4.41,1
2FRjZaV6wmsfKeKv_mFhnQ,114,3.75,1
H0t1jcPOVGuUBuAZbUCTTQ,4,5.0,1
lf7oEhVwXGOTzrq4EmrKfg,11,4.91,1
L8L6sa1FuxSobe8_U9yt9A,11,4.23,1
Ac5pS5koVi5WEr-3XzgFlg,103,3.52,1
CUMaqXDakJeMTkUjpI8FxA,252,4.24,1
KA7ZbA8a7UFVOx2X_PAv6g,126,3.96,1
oBhm7SAmGp4jwNwqy1c7uA,9,4.6,1
psl7HjiM0dSVfD9UbNNILw,102,3.59,1
9Pbu7zaEy5mf257Ox6nCYQ,5,5.0,1
ATwPUmYkUZVJmCfA72Yorg,31,4.1,1
gXG4JJLIaJDZiQlY01ZlCg,30,4.61,1
428u9kbeCrX80zB89HCrKA,58,4.22,1
oTgIKULjYwq21nzWqjzPOg,137,4.7,1
LlG-LXEGf46oOFAa42frCg,50,4.04,1
fR2o90CBcb5s9PE8pJfGYA,21,4.86,1
yC9ht4Yr9pFZig7OZnl2eA,16,2.63,1
PfSkGCcnFm8mojb5gCdt8Q,11,4.0,1
G4kVgpqm2w3NA2qEmABKQQ,111,4.64,1
pAU6Rt5Gxc7tAZPT0CukJQ,62,4.68,1
3EQcms2n__bcxtS8ZK8h4A,13,4.23,1
mQ5lqKSgwpv2Z92v8vM5Mg,159,4.32,1
0nuuk84GKG8yYIyyuYqvCA,50,4.19,1
9Vi7IHIPgVg2U2fDQT6U-w,32,3.88,1
KSl2eh6cf-cNbQWBODMxQQ,13,3.92,1
B52MkOIxe2KcA9E8GdAU5A,16,4.31,1
xsfBA6qzWdUpB-9bvPstBg,93,4.13,1
gjcKIxl6pMKmRdMj1VUXVQ,10,4.27,1
6ZaFw3GaXbgjeLC3vwIfCg,24,2.5,1
QU0QGdyZT1xeuoLN5u4Hzg,11,4.36,1
tQw8me0tUiXrx4Jn0kc0pw,247,4.55,1
tyjDjHy4uxQoMO8UY1pY1w,2,3.0,1
XH110h61fEmaXI3Vlgccjw,67,4.1,1
aq4o4vHX6AgY6uF473RuVg,19,4.2,1
iZViJmhp55ougTYOQw2sAQ,11,4.18,1
2n1VIiuJueBRHDytgTq9Zg,311,4.02,1
YneSxaTkmPLfuX91Z5oOnQ,255,3.62,1
5PsEZirRVSA0ium5emFqmw,18,4.11,1
F-SNuQDtydAFBVsJzrgwLA,4,2.2,1
62JJoUPxKxqb6snMJxi2ng,823,3.48,1
JmnlnJCUUJtEMQtaFKzS1A,31,4.25,1
cMpoycMmUFLxYEkW4UnCxQ,19,3.38,1
RhU6Pt5nMndC0LXNZADg8g,38,3.45,1
A0fkuMjiCycjW6mKLvR-qA,19,4.53,1
Jl5zqUz8aG2D6mrteuLz9A,8,2.67,1
vj6QbazFqJoWIYjOL6F1RA,2,5.0,1
499ssqzO13m_GFXD0W9G_w,12,3.58,1
f0IivqOscnCX6iQrXulIUg,273,3.72,1
CD2JfomevQw4--Z5Gi78rA,19,3.71,1
pJydfPSmrDqHG4_xSBJnNQ,64,3.82,1
YKPikaDMpeCzoXwLpjb7Sg,40,4.33,1
80qgqIVh5ykedlLLGg14eQ,8,5.0,1
n60uBqIgbyEfaxY3vl2D4g,14,3.64,1
zJI4e8KksLf_407klU1rUw,18,4.89,1
ZptOrOTFUaPHW47m0zn_DA,20,2.75,1
qxqJRxvUAYZAjk0P7Rkgig,295,4.04,1
rQTUGH2aPQ_UOU1cG7N2rg,9,3.22,1
A3uwRR7wHbeHvaWbUtT-iQ,119,3.81,1
Y6NElqCBI52LDR41AWW6Ew,49,3.56,1
Sz-JsU3b4yfp_7oyTwiLxg,183,3.3,1
Tv1B27V1OnxzPAqGDxPknw,24,4.36,1
TGDCii6alNZQf5SP9mNsHA,17,3.42,1
GlAX-DrtbC4YYcgHfK8yWw,26,4.46,1
lBuAACBEThaQHQGMzAlKpg,99,4.03,1
llZoRkQPYlkFZBb4a3Z_LA,57,4.22,1
uWY8j8Q-dPFN-qhsqwtkdg,5,3.6,1
aj60GUduehk9BwfcRlYeJA,29,2.42,1
VXFXAptXqUhsaa85iO-nsA,47,4.0,1
747QXsEX07Yy9LUEPdVgcA,19,4.4,1
ca8bHW7IA9B3m8KkPic2Yg,6,3.17,1
rcKf3UgBRLMYiEnfi7SAIA,25,4.15,1
N01aB3hAvlm1ui-hucz44w,2,5.0,1
c8AmT_MaRQJwfBnPnO8oGw,2,5.0,1
mR3pBA9z1TVB3qye-5a_VA,11,4.0,1
acRSQJ-Xgpv46fconF5W-A,115,3.41,1
EWN9weMU7EE8madYz5xwJA,40,4.68,1
eGimSGMYYZ4ju1TWSAihLQ,27,4.36,1
XlpWyULcECtkhqWFTgPiIA,2,5.0,1
jBTUaDYQ9JEaCW6ebJugvA,24,3.54,1
hmirZIq5vRRwXNHra2uAHA,99,4.55,1
84HG4spWb-cl3PsCwsW3YA,9,4.89,1
fvDljqDRbS4TOBY0YfF8ag,32,4.89,1
7rTE86VVossgrJzKBNQ8EQ,139,3.95,1
tEq55WM9ea6Jl5-Ssb-CXw,25,4.23,1
o6RugXJcBRtMeSgM6SIseQ,18,4.16,1
E3C0obNphA6nLg70qzxA_A,113,3.98,1
kMzd0I4lH5u3OFhpYLXX9w,3,3.67,1
mJu0yizsr6rdpnuIvRt6Fg,7,5.0,1
YcXxGuOywE67jMh9eKX4rw,578,3.92,1
GH8jFCq31NnjX7X_9DZYmA,19,3.89,1
jZi7gFnR09nRtTjU8cw-kw,62,4.52,1
m22KZqgt2OwitXpC3kPVzA,79,4.94,1
dME29F-zjSaNA-pmgj_OYg,64,4.48,1
NctV3O7fe2RRDDT5RddhIQ,6,3.18,1
gEgNt9qFzHgFeix94IrmbA,60,4.75,1
Y-YKk75GfnLiNL9t-iHNYA,6,4.33,1
zA9UCp4dkDxKXchKQMZBRw,39,4.68,1
RXkmrsrAo_SfjHYEzIFk6A,3,3.33,1
I3XHwNgtSsDETkxSpZWLVA,10,3.91,1
Ikpmq7xhFUyxpIMO6qC23Q,333,3.82,1
uaaiIMpit4JnhVKUxcQ70A,6,5.0,1
oQGrcLNtheFpLhzSMv66HA,7,4.43,1
rmCFuy5gVQx-4fspmnHafg,8,5.0,1
InVpo7bOxDJkHG4Xa1RRog,7,4.88,1
UXPU_ShzXYLX2JGs2yKWyg,16,4.25,1
T35fUAeSP05l4OYo-o5nnQ,10,4.9,1
pLsEjMNpEiILpx0FuyApSw,11,4.25,1
UBPNCKezAQ82A3JM5Rc4fA,9,4.56,1
Q193CFJFLTyZqfztTdem7A,31,4.18,1
9QZ8lsg-icHO5qJCCFge3A,18,2.94,1
zSCC3Apc6kMooFNmWaGyuQ,17,4.06,1
LVGpU191kED29mnfHjlpsg,101,4.24,1
nGMNufRa4MvO-HBKBi1_gw,112,3.43,1
43uc-e416YLKZaSeh8dqpg,13,4.08,1
P8HQzV2OyiFddTffXVWCYg,20,4.55,1
7_uOd3cUn3em27fKQbFjSA,27,3.45,1
DtrcmPy3evKQ_-LlTgs8XQ,41,3.6,1
WSePKSYBfFoXzGTHm9YxsA,6,3.33,1
DmfT2HBhi7iJS2zjuP7LHw,29,2.88,1
G6lKDOZzRSpaRfodxp16zA,12,4.43,1
T96CH34spz2pHlqkmfvYqA,5,4.6,1
GtmvDH3LqZf3-NlHUYXgrQ,125,3.91,1
yUNgcofhfkkP0L_s4lQwPA,7,5.0,1
a9QELvQwBq2IyHoq2pvOBA,25,3.93,1
3dPaI7AGlVPNH0S2AINUUw,19,4.45,1
miKmlpBS5JWJYptSfIvVtA,12,4.31,1
Hq20tYwFTb7amQHZrzHdqA,3,3.67,1
2-V5BpkoADNLvQOtPQq-Gg,15,3.56,1
hUS_jHPYqPCtYEijSlIqLg,32,4.16,1
x76_xNiJGTS7Rw9UHiYQNQ,8,3.88,1
6ANbFZozd58vU9EQT7Kfvg,43,4.19,1
KEQRv3BxJBlNnSmrebwfJw,5,2.2,1
q5OhW8ne_hteHo6xLHNUPg,123,3.75,1
j0jGVTPi7bL5h2oDeXjQoA,16,3.56,1
sFIRVyCqWfeqgVvqWz26xQ,46,4.3,1
5xWf4juNyKMKpB3PGgmtkw,251,3.87,1
41Dz1NpBuwBnYoNEhKSUKw,26,4.35,1
myG9SHKGtEAov514T4cs4Q,10,3.45,1
Rnk7TfvJAO2fqKxNXLtKMw,186,4.01,1
pMOB-sWONLtGrHq-IMFWhw,23,2.58,1
HSAhjDrk5n8YjuBdLGALkw,1,5.0,1
TlBQFB-Ba2HOMmaEH-7UKQ,4,1.25,1
wQd1W60A9kIel5nfEyuFhQ,39,3.82,1
tvt_zGLlQ9Lg-uPdI_DcCA,25,3.81,1
4mMMEwXZqV1BZyRo4r-vBw,427,3.2,1
pI_-qfV2onfvJklez9oTVg,2,5.0,1
2crkZyf9mt2agooPD628Lg,178,3.76,1
dX897rl0G4hQNKfTA7Mhnw,129,4.04,1
_fbf99K1vkd3tp990b_azQ,36,4.36,1
fjLgG2Pp0NPD3N5G0TK4Iw,4,4.0,1
5dYuYB2sNZx9Vx1P3x5JbA,124,3.16,1
BEkGjy8zIGTmK_nI6UDgXA,80,3.43,1
ZQ1TLDpIKm-z9soth-Tm0g,6,3.5,1
NMgn8Xn13Z2339PCQdWvLQ,47,4.54,1
5C8_ifHp_URZSjrUSH-Bzg,126,4.31,1
tmoMLs3d-k2BUCuj4vAPgQ,8,3.08,1
K_DfDE2IFuXPX3-g3Evruw,40,4.06,1
7vfex8TN87Wsn-kpbkhmjA,15,4.81,1
tR2C6rp-T0cuJkrkgS7yuw,325,3.82,1
RsinYI8T6uI9G08-ExHLbQ,44,2.39,1
iPWpw5BCeL7lzTNnz9mlPQ,8,2.18,1
zlPPT6x8ywl47FsP92lAWA,2,1.0,1
Ze2uruUpIdzhIQ3EPGuZhg,4,1.0,1
T8WgK9zKSRuMQZ3u5xy_CQ,2,4.0,1
VByfWa1OQ9sVshhiIgBIIg,11,2.18,1
_-bhuiYWG8m4OZxWJjNB2g,34,4.0,1
s9HbNwmZhL8FDNWaAdM-Fw,160,3.92,1
d03EkE9lIoo4Dw80aeeNkQ,8,4.63,1
PkJjSD067n6o9nnmyWNtQQ,24,4.04,1
TqKWOocOwrb8SD-E8tckDQ,98,4.33,1
HFBuJpvM84RWP6G8xRLFng,116,2.38,1
KaYZLa6rP422xwVGZV4Dew,89,4.29,1
g-Jy-In8YhI_-B_qIPX8zw,25,4.12,1
3PPIz1OS8xeXXnfVQk5tdw,11,3.58,1
OMijfff0D5GaC4Q7KyaIzw,86,4.36,1
uWU09f4U1wD7JD-HNqd9HQ,14,4.93,1
dQ9ZMROuyB2MT0KRwahh1w,111,3.31,1
jrtdahaqPkbzQzbOrdevnw,8,4.38,1
bVFL3PQYpPnpCtPtwDyXSw,9,3.9,1
cMJ_UYbMwQOWjVE8GOOWGQ,5,3.0,1
9l7PkyhRKwkNiOTx2H1Hfg,17,3.94,1
RixG54WlAyY_GilqvijXtQ,7,3.14,1
NuQTNSduEwOEAjF9kxow3w,66,3.86,1
oBdIOY16X6wEMf7LwTTrUQ,4,3.4,1
rmeiDn5eu0-VHLoLq6sL3Q,2,4.5,1
O9qFqI7y67-O875swAvrXQ,8,4.63,1
7h0LZFEnQ-mcwz8aAJNmOA,23,4.67,1
9sLAp-302VC3_qN0PbSoYg,28,4.52,1
O7jP-DolBbt4nhxLX_QcSg,40,4.27,1
p0c9I68WHdWiMq6OphkMnA,44,3.8,1
YKvTNCFcHJePh4VbDSG7PA,13,3.77,1
o1q4Ov4ShzhUFh-lWFYfkA,15,3.65,1
i1nQfyj3Q7Q9w5pvkoXQrg,49,4.02,1
JFMogRcv1Pjj3QoHYVpZuA,6,4.43,1
FasI5wX9oV6SFOKy3x7bZA,70,4.08,1
6bv-1dV3cFlOSu8jQ5J3Dw,14,4.21,1
0CnF-0UCWkOFu8f8MAS7dg,31,4.39,1
cvcEwecqo2FUfwv6y0CEGw,7,5.0,1
nJ7y9XuQwonJlyk0YfcXdw,8,4.25,1
q_5zo4VJ9HfTWjhueEutxQ,24,3.56,1
ZK2nbMMYh_mT_hkB13C3AA,46,4.37,1
uUnHWrKwJ3TkAvMLsp1bXw,17,4.29,1
wcwh2LgaoqGMuTEHROiC9g,10,4.7,1
l-iO8nkJq31wnY_YeO2b4g,27,2.03,1
1afPHFYhaQoOAPJAoeGfJg,28,4.79,1
jjeM8KI3VQCyxWaZjoguWg,36,3.87,1
czJARv1-5VVxnkA6GeBRPA,89,3.49,1
aSlwkigBLRy6GM5CBAspTA,23,4.7,1
G-FLkedzJ2M9Nu8qmUzHcg,1,1.0,1
LEZouLWbShURFmEKM4F63w,12,4.0,1
v0TsOPTwe3rNzwNZ1w6Nzw,8,3.5,1
fJtVGVBzIIxpjmS7dqmJoA,11,5.0,1
JQ0WIULuDW_EoADiSv2bMw,163,4.52,1
YRaLqw-0ThpMXYap4RH14Q,29,4.45,1
sSmiFdOZleZnE3hpsqcXaA,20,4.2,1
QOOUTgEAtnH6-QTRONY7aQ,31,4.71,1
tk5K2D8RNb7R1_kZi14uBA,40,4.29,1
TmRFdck_P5YZWJxh7sF9Vg,24,3.67,1
sKgiauVTDx4ASMC7xeWNnA,74,4.31,1
6FGdXcYLlECDBMcW-MdxBA,487,4.04,1
p_T-VFbmvtnSxnI5djUWig,4,3.75,1
o4WF3T9DASeGM7sWHIfplg,7,3.57,1
ZfXvS02C37KlmECG0M0v8Q,136,4.59,1
d3HkYidb4LjVscmx72WB7w,8,4.5,1
5Fw6Qlj2x6fOiooZEnedmA,339,4.61,1
iI0dkK0sInNju0s_o3vvMw,6,2.43,1
4QfdkA34xnmidx-OP7qwow,71,3.84,1
s-oG5fJ0sGVfGDts8XPrkA,10,3.2,1
voC3wsV_A3ZXYDQOkoo7vw,11,4.38,1
AzTrjWHFyzFvTI-RuWz3Jg,24,3.71,1
xC_TvfLtSeClsiB0x4VZbQ,26,4.5,1
M6lPDDry2eyLsfXRocomIw,66,3.75,1
XWABfXn8FrCGwLv_Ux9DJg,13,1.43,1
dvm9soB_DsDSN5VS3avvkw,38,4.6,1
ZSQy5w9wfe2x3A1khFx9UA,10,4.18,1
A4ypAnuCm_moNG6X8frD8Q,42,3.17,1
UrwYbp5lbz_3-jmdSGLKFw,24,4.28,1
teIyQfrL5SMvqlJJ5HKBuQ,68,4.15,1
gXq6XVXH68i80gtinz9rPg,15,3.88,1
7kVh7N3SViL772It2ekbTA,1,5.0,1
GjiZ1hhexXrTtExxTyudgg,79,2.94,1
YX2SDbow0Mj0nldFv2m9tQ,28,4.75,1
VX4XVf3NPCnEcU5WsfeTaA,63,3.97,1
Sr8s-4KzUeCFvUEvtZVjVA,6,4.33,1
MNNMjMkcox24P3e5KerfXg,90,4.29,1
_ZGBKBxajQvqnoRp49cTIw,19,4.63,1
Ptk3whBKEyje529MV4Pfiw,41,3.61,1
Dgc4Dy31BnjC2GtAFC2XDQ,4,5.0,1
pfOQRtATbs4txZ1YsaDsRw,299,4.2,1
0mh7MUbSNDfhhIRJ5GRnAg,181,3.93,1
7qkQpnA5ZYxbI-cY-seMHQ,17,3.12,1
kXd8N6KM8LC1a5e-wTYpDw,3,5.0,1
DYMBh1jrgYD8kPDtI-Rwrg,28,3.42,1
eJAuPaDMOQmIMdrleRffOw,3,2.33,1
91QTE2MprqitjNiuywlO6g,2,1.5,1
DmyPjmT1z9vRMxPtGOoB3g,12,4.33,1
9x6vT13-yE07uWkFmyQ7tg,28,4.18,1
hyxgyjSPGXohG8o7G74rmA,15,4.67,1
0DPUolGmyMksHSEFFpWGJg,90,3.06,1
jWin31NFWw2SvmNcyTwI3g,82,4.39,1
f0ste9qD4Jm4LbJa_JkeKA,17,4.82,1
kfBnBwtwdrcqTevuGxm7DQ,24,3.79,1
dM5ptPtcvr-a_aMZ2YfGoQ,15,4.6,1
oHiaeKv5Ikw3tmJFJ4Uzpw,3,5.0,1
K0sEKnUU0K2IKfl6AZDT1g,13,4.65,1
716jNBv_zuSTkgAcZqoF5A,72,3.26,1
iYRZUnk54t-ijRNhNDUb5Q,20,3.95,1
43Rw4TKhGE6rv7xUGo9xNg,26,3.7,1
5607y4AzmqGRGEzzi6cFLw,17,3.71,1
hdv6DfW-LWpV-zuW34aDbQ,21,4.73,1
YcY85z11tJ2cL2pi7eWmoQ,17,4.89,1
tm759LJl63JGKBRZe6jSjw,12,5.0,1
uujayI2gdTyk4kpm6LRupw,16,4.06,1
qUZY66tM-QpOGvNsbFju-w,27,3.11,1
0zbKxcRuo9WRBrhptjFCFw,7,4.38,1
Er0cJBsyYJwpJqyhE8pQtQ,26,3.64,1
K68msU5aZVBI8BmR1ux0-A,9,3.89,1
dyx90AsjqFcHCM2HKPZWxw,45,4.33,1
mEpHymXuy2_LJewM7Tn1hw,18,4.05,1
2MkOdtDkfqjbue--keV-_g,61,4.92,1
a6fQeAtP6_DjL7Rl7Ucv7Q,2,5.0,1
cKydps_ldogI7jNZD9SE6Q,100,2.65,1
O23HmGlwGn3WQomZiK6-Ug,43,4.09,1
IX-sWQlRZBkysHMzLiZ5yA,24,3.52,1
gyJ1VdqKm1T2wGNoHjqKHA,98,3.96,1
hl1-yHBg6rFKanED0WcHKw,40,4.02,1
GkwmxU8R-aT1tj3oCTYt8A,11,4.18,1
9Y3jlM_x8Ld9LvDabUrJBQ,17,1.39,1
ZreycXJ_EAeDHoOnUVnygw,237,4.15,1
pr9gKmBRz7Hzv663R_YVkA,18,4.06,1
pUJCF9ebJ2weHmCM4cR32g,113,4.74,1
oPCu4nloR3_5d8NK59ZxOg,12,4.64,1
C3EuwFiEkOrUf4wsatq8eg,14,3.07,1
U7_jJv9LBZBmSL0zyYCh5A,5,3.33,1
j7OdEmtuwg_3xdDYknroBQ,48,4.44,1
xWi6v6zSQ4ESFQOzAnFRjw,2,1.0,1
Maz86CWLMmWjAOt_hrkPhw,38,4.83,1
5V1tESNeLiiS7K0C5l2pFg,84,3.86,1
_iDGSHiWswqAIlPrXgG5Fw,172,4.27,1
hGHY87YMmNUg0DMc_Fp-7w,1,5.0,1
ezFRGpNYYJMZwMEqPN1bfg,10,4.7,1
3WhcPSGN1RFq3yCiXtWNqg,4,4.0,1
S7lmraPbfgeUVLTBcxcRFQ,2,3.5,1
_t6EnxLIQKaFxdULCKh0tQ,2,5.0,1
M4m_vjoRY29TJURXyEHc5w,11,4.91,1
KHoWK_0NY66G4dd5h3bmqw,47,3.36,1
efkKJzsqbZmtsdNFB5IxgQ,3,4.67,1
AbUEd1qOOsbsSQWmeS3v6w,7,4.44,1
ZbTkhvOmWhKhbgdQ0UiXbg,2,3.0,1
3AqoIequcJPA0mhZ2k4K2g,8,5.0,1
K7cQAT9VlvzlMPlkPvVnXA,26,1.7,1
8Yr1fpVz5mUy5uJSv5K9JA,46,3.42,1
8gvLGLYyvP51kRJhLuMd3Q,34,3.58,1
xfHPqq69EbTLkPOdyPcyIA,344,4.18,1
dQWrAZFClXyb5OtUvauLaA,78,4.23,1
VlCKnG0FMr6C0fg2CHQ2Kg,22,3.96,1
93biRSRZHb1VjsAhQtkP8Q,79,3.85,1
f5pq5gYox9PRaZ58_UqdMA,14,4.2,1
ENmxIOlW_GNQtWkf4KOzdg,4,4.25,1
D4JHDISAtHlnaHf4jtvj8A,418,3.85,1
DD7T2pAaKVZGt9LTaFc3Rg,55,2.82,1
Ipa_jHuDiE5GEPZlhDgPBg,2,4.5,1
D5uIWi85c7WkIjtdkHeHCw,171,4.38,1
Z-oLZMEv6gQAbuDgVxi6ng,12,4.58,1
etIXlQR36IVzzfZJp_YmoA,6,4.43,1
UgzzRhDv-8WSY4Nb1HCMPQ,8,3.25,1
fHmwwXlgFw5qPBo9H2IDwQ,6,4.83,1
iOi9dO0j3C2MI7yRveir6w,6,3.67,1
MMh2q9VX2RFwSQA4ECkGvA,10,1.45,1
YwwdTjP7H3OP8wNr2fofRA,23,4.38,1
JxJGMdZmbavOhCbWklXjJw,17,4.89,1
3f2zRmjuH79mxRYmQQjdKA,10,4.5,1
5rU96Q9jTp-FusY9oQfVxw,37,4.49,1
1SS0DiJNlsAUDSE_Mc1xcg,1,1.0,1
sn7KU5aPvIh006Rs_jEdzg,72,4.7,1
VRygiVWsBYA6h14NDrGQOg,11,4.0,1
JWQRNHcnxKZMXgEUdiZF2Q,10,4.0,1
CPPWwpDW6UA7uHPjdTchqQ,13,4.77,1
9TQRBM3Lr83dtRVpdbtOVg,454,4.1,1
l0pkux2-XO7oMrTp9WDU9g,76,4.22,1
URKy1vVgTflZyy-mIUFJVQ,553,3.76,1
RH4xW7topEP2luB2b_JhpA,137,4.44,1
OH93UQIpOSHdYH86UEflhw,595,3.84,1
MoVdwHQ4151-cFGlyArKwA,16,3.56,1
tdT8Y5QlsmNPJkV7MjL1Hg,23,3.83,1
B9t-kDa7Js2EAJjWtacMlQ,21,3.79,1
GbPQgr9dLq2tUgFRL6dH7w,17,3.18,1
N84Tst_bWC2hNdET8cPWjQ,129,4.63,1
xyrxCrhJSR3i2jBXq_Lvbg,16,3.95,1
QaydJ5N5vhSqNvtGIfOeng,61,4.21,1
ZUhmctBxXtNIkGTwAx5yug,121,3.72,1
Hep1auMOiduZbyIlYh3idQ,23,4.16,1
-x0RhuPBdlOzuHxyxPPV-g,6,4.5,1
AG2Fjp8TZKqFTt_Rc7zQxA,18,3.05,1
SAUUqfWpxZ_JYAqakY8T8Q,9,4.11,1
2gkbNusoEpt_-fQ-Lpna3g,22,3.96,1
gHbqw_IaTftfUJsDvrnCgw,183,4.13,1
ygjIcJPR0NuQxFiaB_7WIg,39,4.28,1
5NTeIAeImWHaNiCYRbHjJQ,17,4.59,1
bpreWLq_dVn809BVb4GP9w,20,1.33,1
E_aUc7rnesfyvNvFxfTMaA,3,3.33,1
fA-qrxarPTrvuFIX7eLCKw,17,4.12,1
POQ4tsFkYMCc4Ro7g1Pprw,39,4.07,1
4CCtrA2Db1utNAwIO1-aBQ,145,4.53,1
dsAWoqXYvH9EUVBNbhMPug,1,3.0,1
zsMPzAQqFBaMoSgPNH_ZcQ,2,3.0,1
oPUHtDWD58TmRzQxJZh0Tw,13,4.36,1
FVZ4D3sHkCY5WAxs1-8Qqw,15,4.31,1
8OGhVBpkcu9On2iOCd1n-g,11,2.55,1
Yi87zP99pBkKobq9LJM53g,8,2.63,1
qOQoZ6mHxFKUR9lblX-AhQ,2,2.0,1
yWMFT9ScYyy9DtAOmC4O9A,87,3.94,1
1cxuWiHOTjfVB91mD6J6TQ,17,3.53,1
FsE1Nn5PGdFzqq2hBnMzvg,25,4.36,1
1Tx9hUGN-W2DLxINkqfx1A,28,4.25,1
uAYbNJm1bu6M3s_KP9Zb_A,6,3.86,1
K35fNnu8aKWArKVijDL7tw,37,4.69,1
Y8LY-2h_K222BDWMv-oWEQ,43,3.84,1
GoBoXbwYAAZt2LV4qVuz1w,77,3.91,1
GE3UIVGwfbptKwlqHpHuVg,9,2.33,1
TqVnflpwX_V6Wwpv_OSyuQ,221,4.37,1
eXoTXcJQfHBpqYEaWExbow,56,3.6,1
cl-c9rAAbb8rwyk6sXeOPQ,18,2.5,1
dGcaQ2LIC9Uewp2rnpWWhg,12,4.08,1
HhpyyMvmIGwgyGu-9tFNGA,27,3.31,1
p8KF7AJj-tDhkLmHw8Q1Ag,4,3.0,1
WabIO-KBdrzxZKylxn8exQ,18,4.0,1
o2FKoj0_ROMTUiD9WDzizg,8,3.13,1
KucJT5pAohPCj0mHe2Lo9Q,27,3.57,1
FmV8rduy7MFsXm0xjZsweA,205,4.02,1
tQVwj0JWaH8kkDdta3zyPQ,15,4.06,1
crNAPSXIjDfdvRviwnJPww,122,3.43,1
icfV9ZA7XMtWO_elQEKXBw,29,3.53,1
AWl03RK1j1vCEtp9hZ1kGw,9,4.7,1
qM24A77Os0jNBn1T9a0dtQ,32,3.91,1
pVy_jHNSZJbHwBiIJDihsw,7,2.7,1
Pio0l8qusGQBhIagdulAMw,48,3.18,1
vDiIpO43cMX_hngDrMWiaQ,7,2.57,1
eSjfSKbV_gETENbezqFryw,9,4.1,1
UXtxg8FVcIsDrwPA4IleEA,27,3.68,1
Cm9cyuvCfz62Em3uN2Q85w,10,3.5,1
Nw0GDPFnLSC26HaWe6bj4Q,35,3.79,1
iZ_zctlkpalNAeHC9mZnXw,3,5.0,1
Knn1cwZMQg-Abuuwo9r8_Q,23,4.44,1
BgOt_ZoqJ19ipkYfAsCWEA,1,1.0,1
QKoHT5jE9F9S8-zBLSZI_A,5,3.29,1
AMUg6bl5YcNR5S8TUeyOeQ,12,4.0,1
6YAobHQjx_sezVqLJ8MFYg,2,4.5,1
cNH_kcciseno7D1waE63tQ,8,4.75,1
qhRQ7iQp2tn4L6m9XalINQ,2,4.0,1
M3_schL8Yr9JBXVUBFRETQ,13,4.14,1
splTXlVwr2lSvBKzr_ilIA,41,3.6,1
U6Y_T79jCyMriQU9p5qEBg,13,4.43,1
zy23ajdR5gI5RdGn9wksQw,30,3.4,1
HM4cDDBbSafOeqFWeoSVPg,2,5.0,1
A-LyOcgflDHxJKhyOvTJIw,5,2.6,1
SIIbg9a1EQK8KQgzyz2Y0w,231,3.21,1
fGp1RFvBiQS_XQxD5qrLtQ,53,3.89,1
NGHwaqVTSIv1vnEzLqhyrw,8,5.0,1
O4Q0d8y-_iO6EZCnzMm34A,22,2.19,1
X0B9XzpOyhHHZATxCTCgrw,19,4.42,1
lqfUKHNLzj4JIH4kazCS4Q,8,4.22,1
NucS0OnGEU0UHCc6mnWBpw,8,2.75,1
UC7Nzj-YqDKrYqtbKSiZvQ,13,4.67,1
tFSvenQorqon5Y_bL1sAdg,2,5.0,1
h1JCbTC72JK769s4bLu0EQ,89,4.63,1
BXkq9Jg_lsVZ-cGbfj9EMA,22,2.32,1
At_-GRvsZlM20yYDDVjxrg,34,4.66,1
c8KFt84k--CRA46dW12Vog,13,4.31,1
jcnt-Tn6OBK84BRYxIcuZA,19,3.19,1
lcHawC5PRXQLXWbSvbXXmw,186,4.2,1
39LmKAaOVs_yODAW-dDs_Q,56,3.26,1
O36ltXj2n9qPJls9WDeY8g,7,4.3,1
jUFxwy0abM46PrcpcI3S2A,2,1.0,1
JntAKnwa830wulCrqeXggQ,43,3.37,1
uDGDUvGYWLpDvYiGrVrx2w,8,2.63,1
LFBw81iPHT8TMTcKMMaERQ,15,2.2,1
M_si3QW8f6kDheJ2Rr8MTw,12,4.33,1
